Johnsonella_ignava_ATCC_51276_uid77897	Johnsonella ignava	Johnsonella	genus
Klebsiella_4_1_44FAA_uid80417	Klebsiella_4_1_44FAA_uid80417	Klebsiella	genus
Lachnospiraceae_bacterium_1_1_57FAA_uid68209	Lachnospiraceae_bacterium_1_1_57FAA_uid68209	Lachnospiraceae	family
Lachnospiraceae_bacterium_1_4_56FAA_uid68205	Lachnospiraceae_bacterium_1_4_56FAA_uid68205	Lachnospiraceae	family
Lachnospiraceae_bacterium_2_1_58FAA_uid68203	Lachnospiraceae_bacterium_2_1_58FAA_uid68203	Lachnospiraceae	family
Lachnospiraceae_bacterium_3_1_46FAA_uid66427	Lachnospiraceae_bacterium_3_1_46FAA_uid66427	Lachnospiraceae	family
Lachnospiraceae_bacterium_3_1_57FAA_CT1_uid68201	Lachnospiraceae_bacterium_3_1_57FAA_CT1_uid68201	Lachnospiraceae	family
Lachnospiraceae_bacterium_4_1_37FAA_uid63581	Lachnospiraceae_bacterium_4_1_37FAA_uid63581	Lachnospiraceae	family
Lachnospiraceae_bacterium_5_1_63FAA_uid61883	Lachnospiraceae_bacterium_5_1_63FAA_uid61883	Lachnospiraceae	family
Lachnospiraceae_bacterium_7_1_58FAA_uid81607	Lachnospiraceae_bacterium_7_1_58FAA_uid81607	Lachnospiraceae	family
Lachnospiraceae_bacterium_9_1_43BFAA_uid66425	Lachnospiraceae_bacterium_9_1_43BFAA_uid66425	Lachnospiraceae	family
Lactobacillus_acidophilus_30SC_uid63605	Lactobacillus acidophilus	Lactobacillus	genus
Lactobacillus_amylovorus_GRL1118_uid160233	Lactobacillus amylovorus	Lactobacillus	genus
Lactobacillus_johnsonii_DPC_6026_uid162057	Lactobacillus johnsonii	Lactobacillus	genus
Lactobacillus_reuteri_DSM_20016_uid58471	Lactobacillus reuteri	Lactobacillus	genus
Lactobacillus_rossiae_DSM_15814_uid199472	Lactobacillus rossiae	Lactobacillus	genus
Lactobacillus_ruminis_ATCC_25644_uid179878	Lactobacillus ruminis	Lactobacillus	genus
Lactobacillus_ruminis_SPM0211_uid67955	Lactobacillus ruminis	Lactobacillus	genus
Lactococcus_raffinolactis_4877_uid178066	Lactococcus raffinolactis	Lactococcus	genus
Megamonas_funiformis_YIT_11815_uid82999	Megamonas funiformis	Megamonas	genus
Megamonas_hypermegale_uid197163	Megamonas hypermegale	Megamonas	genus
Megasphaera_elsdenii_DSM_20460_uid71135	Megasphaera elsdenii	Megasphaera	genus
Methanobrevibacter_smithii_ATCC_35061_uid58827	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanobrevibacter_smithii_DSM_2374_uid55123	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanobrevibacter_smithii_DSM_2375_uid54983	Methanobrevibacter smithii	Methanobrevibacter	genus
Methanomassiliicoccus_Mx1_Issoire_uid207287	Methanomassiliicoccus_Mx1_Issoire_uid207287	Methanomassiliicoccus	genus
Mitsuokella_multacida_DSM_20544_uid55073	Mitsuokella multacida	Mitsuokella	genus
Odoribacter_splanchnicus_DSM_20712_uid63397	Odoribacter splanchnicus	Odoribacter	genus
Oscillibacter_ruminantium_GH1_uid199475	Oscillibacter ruminantium	Oscillibacter	genus
Parabacteroides_D13_uid55997	Parabacteroides_D13_uid55997	Parabacteroides	genus
Parabacteroides_distasonis_ATCC_8503_uid58301	Parabacteroides distasonis	Parabacteroides	genus
Parabacteroides_distasonis_CL03T12C09_uid181647	Parabacteroides distasonis	Parabacteroides	genus
Parabacteroides_goldsteinii_CL02T12C30_uid178274	Parabacteroides goldsteinii	Parabacteroides	genus
Parabacteroides_johnsonii_CL02T12C29_uid181649	Parabacteroides johnsonii	Parabacteroides	genus
Parabacteroides_johnsonii_DSM_18315_uid55269	Parabacteroides johnsonii	Parabacteroides	genus
Parabacteroides_merdae_ATCC_43184_uid54545	Parabacteroides merdae	Parabacteroides	genus
Parabacteroides_merdae_CL03T12C32_uid181650	Parabacteroides merdae	Parabacteroides	genus
Parabacteroides_merdae_CL09T00C40_uid181721	Parabacteroides merdae	Parabacteroides	genus
Paraprevotella_clara_YIT_11840_uid76949	Paraprevotella clara	Paraprevotella	genus
Paraprevotella_xylaniphila_YIT_11841_uid66381	Paraprevotella xylaniphila	Paraprevotella	genus
Parasutterella_excrementihominis_YIT_11859_uid66383	Parasutterella excrementihominis	Parasutterella	genus
Phascolarctobacterium_YIT_12067_uid62745	Phascolarctobacterium_YIT_12067_uid62745	Phascolarctobacterium	genus
Porphyromonas_somerae_DSM_23386_uid199036	Porphyromonas somerae	Porphyromonas	genus
Prevotella_bivia_DSM_20514_uid182041	Prevotella bivia	Prevotella	genus
Prevotella_copri_DSM_18205_uid55277	Prevotella copri	Prevotella	genus
Prevotella_disiens_FB035_09AN_uid51531	Prevotella disiens	Prevotella	genus
Prevotella_stercorea_DSM_18206_uid78321	Prevotella stercorea	Prevotella	genus
Roseburia_hominis_A2_183_uid73419	Roseburia hominis	Roseburia	genus
Roseburia_intestinalis_L1_82_uid55267	Roseburia intestinalis	Roseburia	genus
Roseburia_intestinalis_XB6B4_uid197179	Roseburia intestinalis	Roseburia	genus
Roseburia_intestinalis_uid197164	Roseburia intestinalis	Roseburia	genus
Roseburia_inulinivorans_DSM_16841_uid55375	Roseburia inulinivorans	Roseburia	genus
Ruminococcaceae_bacterium_D16_uid52825	Ruminococcaceae_bacterium_D16_uid52825	Ruminococcaceae	family
Ruminococcus_5_1_39BFAA_uid55629	Ruminococcus_5_1_39BFAA_uid55629	Ruminococcus	genus
Ruminococcus_JC304_uid199662	Ruminococcus_JC304_uid199662	Ruminococcus	genus
Ruminococcus_bromii_uid197158	Ruminococcus bromii	Ruminococcus	genus
Ruminococcus_champanellensis_18P13_uid197169	Ruminococcus champanellensis	Ruminococcus	genus
Ruminococcus_gnavus_ATCC_29149_uid54537	Ruminococcus gnavus	Ruminococcus	genus
Ruminococcus_lactaris_ATCC_29176_uid54903	Ruminococcus lactaris	Ruminococcus	genus
Ruminococcus_obeum_ATCC_29174_uid54509	Ruminococcus obeum	Ruminococcus	genus
Ruminococcus_obeum_uid197165	Ruminococcus obeum	Ruminococcus	genus
Ruminococcus_torques_ATCC_27756_uid54511	Ruminococcus torques	Ruminococcus	genus
Ruminococcus_torques_uid197166	Ruminococcus torques	Ruminococcus	genus
Ruminococcus_uid197156	Ruminococcus_uid197156	Ruminococcus	genus
Streptococcus_parasanguinis_ATCC_15912_uid49313	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_ATCC_903_uid62541	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_F0405_uid60563	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_parasanguinis_F0449_uid180419	Streptococcus parasanguinis	Streptococcus	genus
Streptococcus_salivarius_CCHSS3_uid70481	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_JIM8777_uid162145	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_K12_uid180858	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_M18_uid179893	Streptococcus salivarius	Streptococcus	genus
Streptococcus_salivarius_SK126_uid55863	Streptococcus salivarius	Streptococcus	genus
Streptococcus_thermophilus_CNCM_I_1630_uid179896	Streptococcus thermophilus	Streptococcus	genus
Streptococcus_thermophilus_CNRZ1066_uid58221	Streptococcus thermophilus	Streptococcus	genus
Streptococcus_vestibularis_ATCC_49124_uid62665	Streptococcus vestibularis	Streptococcus	genus
Streptococcus_vestibularis_F0396_uid60559	Streptococcus vestibularis	Streptococcus	genus
Subdoligranulum_4_3_54A2FAA_uid80415	Subdoligranulum_4_3_54A2FAA_uid80415	Subdoligranulum	genus
Subdoligranulum_variabile_DSM_15176_uid54539	Subdoligranulum variabile	Subdoligranulum	genus
Sutterella_wadsworthensis_2_1_59BFAA_uid181408	Sutterella wadsworthensis	Sutterella	genus
Sutterella_wadsworthensis_3_1_45B_uid62165	Sutterella wadsworthensis	Sutterella	genus
Synergistes_3_1_syn1_uid80429	Synergistes_3_1_syn1_uid80429	Synergistes	genus
Tannerella_6_1_58FAA_CT1_uid80413	Tannerella_6_1_58FAA_CT1_uid80413	Tannerella	genus
Veillonella_3_1_44_uid47845	Veillonella_3_1_44_uid47845	Veillonella	genus
Veillonella_6_1_27_uid47835	Veillonella_6_1_27_uid47835	Veillonella	genus
Veillonella_ACP1_uid172974	Veillonella_ACP1_uid172974	Veillonella	genus
Veillonella_atypica_ACS_049_V_Sch6_uid51525	Veillonella atypica	Veillonella	genus
Veillonella_dispar_ATCC_17748_uid55331	Veillonella dispar	Veillonella	genus
Veillonella_oral_taxon_158_F0412_uid61047	Veillonella_oral_taxon_158_F0412_uid61047	Veillonella	genus
Weissella_confusa_LBAE_C39_2_uid168254	Weissella confusa	Weissella	genus
archaeon_Mx1201_uid196597	archaeon_Mx1201_uid196597	Methanomethylophilus	genus
butyrate_producing_bacterium_SM4_1_uid197180	butyrate_producing_bacterium_SM4_1_uid197180	Clostridiales	order
butyrate_producing_bacterium_SS3_4_uid197159	butyrate_producing_bacterium_SS3_4_uid197159	Clostridiales	order
butyrate_producing_bacterium_SSC_2_uid197181	butyrate_producing_bacterium_SSC_2_uid197181	Anaerostipes	genus
